contributors,coordinates,created_at,display_text_range,entities,extended_entities,favorite_count,favorited,full_text,geo,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,place,possibly_sensitive,retweet_count,retweeted,source,truncated,user,retweeters,rt_follower_counts,rt_names,permalink,user_mentions,hashtags,author_name,author_followers
,,2019-05-01 06:07:55,"[0, 124]",,,0,False,Medication Treatment For Opioid Use Disorders In Substance Use Treatment Facilities | Health Affairs https://t.co/6HEli95M2T,,1123469077194924033,1123469077194924033,,,,,,False,en,,False,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,https://twitter.com/Prevention_Plus/status/1123469077194924033,,,,
,,2019-02-12 18:05:29,"[0, 124]",,,0,False,Medication Treatment For Opioid Use Disorders In Substance Use Treatment Facilities | Health Affairs https://t.co/mRB5J0boVl,,1095383405280272384,1095383405280272384,,,,,,False,en,,False,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,https://twitter.com/NENodeCTN/status/1095383405280272384,,,,
,,2019-01-24 16:05:06,"[0, 278]",,"{'media': [{'id': 1088467738513809409, 'id_str': '1088467738513809409', 'indices': [279, 302], 'media_url': 'http://pbs.twimg.com/media/DxsDpCeWoAEc6Og.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DxsDpCeWoAEc6Og.jpg', 'url': 'https://t.co/x8aYSxq1nT', 'display_url': 'pic.twitter.com/x8aYSxq1nT', 'expanded_url': 'https://twitter.com/NDEWSNews/status/1088467740304830470/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 766, 'h': 417, 'resize': 'fit'}, 'large': {'w': 766, 'h': 417, 'resize': 'fit'}, 'small': {'w': 680, 'h': 370, 'resize': 'fit'}}}]}",0,False,"Research article: The number of U.S. substance use treatment facilities offering medication treatment (MT) is on the rise from 20% in 2007 to 31% in 2016, suggesting an existing need for MT nationally and expansion of health insurance  coverage.
#opioids
https://t.co/Xc7UnGNRho https://t.co/x8aYSxq1nT",,1088467740304830470,1088467740304830470,,,,,,False,en,,False,1,False,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>",False,,"[{'id': 567519928, 'id_str': '567519928', 'name': 'CDUHR', 'screen_name': 'CDUHR_NYC', 'location': 'New York, NY', 'description': 'Center for Drug Use & HIV Research is dedicated to increasing the understanding of the drug use-HIV epidemic, particularly among high-risk ppl -NIDA P30DA011041', 'url': 'http://t.co/wOM5BtjCDR', 'entities': {'url': {'urls': [{'url': 'http://t.co/wOM5BtjCDR', 'expanded_url': 'http://www.cduhr.org', 'display_url': 'cduhr.org', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 545, 'friends_count': 106, 'listed_count': 48, 'created_at': 'Mon Apr 30 20:19:09 +0000 2012', 'favourites_count': 430, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 8678, 'lang': None, 'status': {'created_at': 'Wed May 29 20:11:28 +0000 2019', 'id': 1133828222544678912, 'id_str': '1133828222544678912', 'text': 'Polysubstance use, social factors associated with opioid overdose deaths https://t.co/sR5ZS9L5aL via @EurekAlert', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'EurekAlert', 'name': 'EurekAlert!', 'id': 74474794, 'id_str': '74474794', 'indices': [101, 112]}], 'urls': [{'url': 'https://t.co/sR5ZS9L5aL', 'expanded_url': 'https://eurekalert.org/e/98r4', 'display_url': 'eurekalert.org/e/98r4', 'indices': [73, 96]}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme12/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme12/bg.gif', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/691704551552991232/Bphq73fQ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/691704551552991232/Bphq73fQ_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/567519928/1453831703', 'profile_link_color': '41B0E4', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}]",[545],['CDUHR_NYC'],https://twitter.com/NDEWSNews/status/1088467740304830470,,,,
,,2019-01-17 15:30:39,"[0, 211]",,,9,False,(Reminder that Medicaid can help with telehealth MAT systems! https://t.co/bdErgs85Lg) Medication Treatment For Opioid Use Disorders In Substance Use Treatment Facilities | Health Affairs https://t.co/ABLrbVLnqy,,1085922354407112706,1085922354407112706,,,,,,False,en,,False,0,False,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",False,,,,,https://twitter.com/ThomasNOV/status/1085922354407112706,,,,
,,2019-01-17 14:19:19,"[0, 274]",,,1,False,"As of 2018, only 13 Ohio counties had all 3 forms of MAT for OUD.  We can do better. This study highlights the challenge.          Medication Treatment For Opioid Use Disorders In Substance Use Treatment Facilities. - PubMed - NCBI ⁦@HealthPolicyOH⁩  https://t.co/Kb72L5CY2Y",,1085904404778123264,1085904404778123264,,,,,,False,en,,False,3,False,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",False,,"[{'id': 274510483, 'id_str': '274510483', 'name': 'HPIO', 'screen_name': 'HealthPolicyOH', 'location': 'Columbus, Ohio', 'description': 'HPIO provides state policymakers with the independent information and analysis they need to create informed health policy.', 'url': 'http://t.co/4t3m201lNk', 'entities': {'url': {'urls': [{'url': 'http://t.co/4t3m201lNk', 'expanded_url': 'http://www.hpio.net', 'display_url': 'hpio.net', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 1728, 'friends_count': 1128, 'listed_count': 63, 'created_at': 'Wed Mar 30 12:52:13 +0000 2011', 'favourites_count': 566, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 5696, 'lang': None, 'status': {'created_at': 'Wed May 29 15:56:40 +0000 2019', 'id': 1133764102332002304, 'id_str': '1133764102332002304', 'text': 'RT @ZachReatHPIO: 2. There is strong evidence that providing workers with financial and in-kind supports, like the Earned Income Tax Credit…', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ZachReatHPIO', 'name': 'Zach Reat', 'id': 771345432161099776, 'id_str': '771345432161099776', 'indices': [3, 16]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Wed May 29 15:48:17 +0000 2019', 'id': 1133761989044523009, 'id_str': '1133761989044523009', 'text': '2. There is strong evidence that providing workers with financial and in-kind supports, like the Earned Income Tax… https://t.co/o4LyrNrQwd', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/o4LyrNrQwd', 'expanded_url': 'https://twitter.com/i/web/status/1133761989044523009', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': 1133761090297446400, 'in_reply_to_status_id_str': '1133761090297446400', 'in_reply_to_user_id': 771345432161099776, 'in_reply_to_user_id_str': '771345432161099776', 'in_reply_to_screen_name': 'ZachReatHPIO', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 2, 'favorite_count': 4, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 2, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '041C24', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1325261561/HPIO_LOGO_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1325261561/HPIO_LOGO_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/274510483/1418831037', 'profile_link_color': '003366', 'profile_sidebar_border_color': 'A8C7F7', 'profile_sidebar_fill_color': 'B3D8E6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, {'id': 804367733026648064, 'id_str': '804367733026648064', 'name': 'Terry Allan', 'screen_name': 'TerryAllanCCBH', 'location': '', 'description': '', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 162, 'friends_count': 121, 'listed_count': 1, 'created_at': 'Thu Dec 01 16:53:06 +0000 2016', 'favourites_count': 929, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 1310, 'lang': None, 'status': {'created_at': 'Thu May 30 09:35:56 +0000 2019', 'id': 1134030673491177472, 'id_str': '1134030673491177472', 'text': 'RT @TobaccoVa: Thanks to JUUL for removing their IG though they overlooked the 80% of their Twitter followers who are underage.\n\nVirginia’s…', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'TobaccoVa', 'name': 'TobaccoFreeAllianceVA', 'id': 1022921970508283905, 'id_str': '1022921970508283905', 'indices': [3, 13]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Wed May 29 13:50:05 +0000 2019', 'id': 1133732244907057154, 'id_str': '1133732244907057154', 'text': 'Thanks to JUUL for removing their IG though they overlooked the 80% of their Twitter followers who are underage.\n\nV… https://t.co/Qof7vYkNMl', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/Qof7vYkNMl', 'expanded_url': 'https://twitter.com/i/web/status/1133732244907057154', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1101177866031714305/z7Ha-fvR_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1101177866031714305/z7Ha-fvR_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/804367733026648064/1517453933', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, {'id': 123676026, 'id_str': '123676026', 'name': 'Adam White', 'screen_name': 'AdamWhite720', 'location': 'Indianapolis, IN', 'description': 'Health & social policy stuff. Opinions are my own.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 731, 'friends_count': 805, 'listed_count': 12, 'created_at': 'Tue Mar 16 21:55:03 +0000 2010', 'favourites_count': 2503, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 502, 'lang': None, 'status': {'created_at': 'Mon May 20 16:23:37 +0000 2019', 'id': 1130509390149234690, 'id_str': '1130509390149234690', 'text': 'Anyway, big shout out to all my Ohio followers! ✊\n\nGo follow @CommunitySols and subscribe to their newsletter if yo… https://t.co/HjSUb6kB9o', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'CommunitySols', 'name': 'Community Solutions', 'id': 29275952, 'id_str': '29275952', 'indices': [61, 75]}], 'urls': [{'url': 'https://t.co/HjSUb6kB9o', 'expanded_url': 'https://twitter.com/i/web/status/1130509390149234690', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': 1130508324779298816, 'in_reply_to_status_id_str': '1130508324779298816', 'in_reply_to_user_id': 123676026, 'in_reply_to_user_id_str': '123676026', 'in_reply_to_screen_name': 'AdamWhite720', 'geo': None, 'coordinates': None, 'place': {'id': '018929347840059e', 'url': 'https://api.twitter.com/1.1/geo/id/018929347840059e.json', 'place_type': 'city', 'name': 'Indianapolis', 'full_name': 'Indianapolis, IN', 'country_code': 'US', 'country': 'United States', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[-86.348441, 39.631677], [-85.937404, 39.631677], [-85.937404, 39.927448], [-86.348441, 39.927448]]]}, 'attributes': {}}, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/826097644107862017/3dosgIKQ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/826097644107862017/3dosgIKQ_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/123676026/1485792002', 'profile_link_color': '7FDBB6', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}]","[1728, 162, 731]","['HealthPolicyOH', 'TerryAllanCCBH', 'AdamWhite720']",https://twitter.com/AmyStevensHPIO/status/1085904404778123264,,,,
